index	renderer	cache_key	raw_bytes	consumed_bytes	width	height	row_bytes	mask_bytes	sha256	mask_file
159	0x4ab998	0x43bc	bc4300	2	20	20	3	60	b2f188596af5466c0c6d6cbfbf7ffa8fc8e7e7917957de1c06cadef9124b6a59	masks/glyph-000159-20x20-key-43BC.bin
160	0x4ab998	0xb4b5	b5b400	2	20	20	3	60	398da13dfbbf84a0e590d201279a11761b2d1e53c4026be48f5cb4afa9a72d65	masks/glyph-000160-20x20-key-B4B5.bin
161	0x4ab998	0xa1b1	b1a100	2	20	20	3	60	cbbb1b3e5d8cb3aeb5e113406ef145881d61706cbd96196194468726a73d1e57	masks/glyph-000161-20x20-key-A1B1.bin
162	0x4ab998	0xdfbf	bfdf00	2	20	20	3	60	26c88fca1c30905957cecf9c70508b9823bcf5dc4b80f4d47b87f1ba816df9b6	masks/glyph-000162-20x20-key-DFBF.bin
163	0x4ab998	0x53b3	b35300	2	20	20	3	60	b0070c07e7733c61d8cc40a447c26e58971eea8dafe6ebe617f1b225d4caecf1	masks/glyph-000163-20x20-key-53B3.bin
164	0x4ab998	0x62bd	bd6200	2	20	20	3	60	c4ade8f592c52cde914ede0fa3b33d68f5452913ccafdd1f598e589e8918eac1	masks/glyph-000164-20x20-key-62BD.bin
165	0x4c9a28	0x44a5	a54400	2	16	16	2	32	83fbde7630063e9fd157dc83d35aefe51644f526ce659e4a5c0f97e37f868a7c	masks/glyph-000165-16x16-key-44A5.bin
166	0x4c9a28	0xa4a8	a8a400	2	16	16	2	32	1777edef0b0b450bbe2cd250b1a5abba0ba02ad05dbc3173d7692ac284f2fa75	masks/glyph-000166-16x16-key-A4A8.bin
167	0x4c9a28	0x61ae	ae6100	2	16	16	2	32	bd1f2022cd0f58ae162834ef9cc86a2263162b1be5b94e30b4407ea29a15d25c	masks/glyph-000167-16x16-key-61AE.bin
168	0x4c9a28	0xc7b6	b6c700	2	16	16	2	32	a23afafb93c4f1c2476a9365ea44aa295fd0f5cd7f0d72dc3eab2a986c2ecbc9	masks/glyph-000168-16x16-key-C7B6.bin
169	0x4c9a28	0xa7a4	a4a700	2	16	16	2	32	4a8150c400994542c63ed5d0b615bb956179c06da7fb45f80429c0ebfbf15535	masks/glyph-000169-16x16-key-A7A4.bin
170	0x4c9a28	0x5fc4	c45f00	2	16	16	2	32	b8a1acaa19f3e7a3ffd26fb63e73bdc1d790bb6f5bbe27cab441ae3699ef38d7	masks/glyph-000170-16x16-key-5FC4.bin
171	0x4ab998	0xa4a4	a4a400	2	20	20	3	60	82da4643e6013f48930eab090b0cc78a39bd6dca682c319d7df557189bfe3bf1	masks/glyph-000171-20x20-key-A4A4.bin
172	0x4ab998	0xeab0	b0ea00	2	20	20	3	60	a4a9d783866b2c91489379e611c268fae8dfe0436b5a43f5e901b1519ce57ba0	masks/glyph-000172-20x20-key-EAB0.bin
173	0x4ab998	0xb3b3	b3b300	2	20	20	3	60	3c03b3edf1711c6f87705b68ca152cf40b6a5a2662f48df0191f28cde648ab84	masks/glyph-000173-20x20-key-B3B3.bin
174	0x4ab998	0xb9be	beb900	2	20	20	3	60	8859d058a11a6be809c568aeef7e1b1aeadbfd757c97e26b9c3faeb7a003d3e4	masks/glyph-000174-20x20-key-B9BE.bin
175	0x4ab998	0xa7b2	b2a700	2	20	20	3	60	d0c3e348b1318e6c14a6d6477a6bb32bca98f9d870916949f243a686ea8617e5	masks/glyph-000175-20x20-key-A7B2.bin
176	0x4ab998	0xc6a8	a8c600	2	20	20	3	60	86bb6098f63666a79e7d5b45ea2b99a0fad5769e19de335c827b4271717ca104	masks/glyph-000176-20x20-key-C6A8.bin
