index	renderer	cache_key	raw_bytes	consumed_bytes	width	height	row_bytes	mask_bytes	sha256	mask_file
47	0x4c9a28	0x5db3	b35d00	2	16	16	2	32	058ad87de3b2199456a7d83bc75dcab042f7f6643987a920399154479ca8db52	masks/glyph-000047-16x16-key-5DB3.bin
48	0x4c9a28	0x77a9	a97700	2	16	16	2	32	890dd133fd1a7652f79aa4cb10fefc6c9e0350d9cf3355faaf5c2e0513edbffa	masks/glyph-000048-16x16-key-77A9.bin
49	0x4c9a28	0xf7c2	c2f700	2	16	16	2	32	7a80ab18cf7d7ee3b08ccb9dfc7d4cf4ce0632247783ae1a510d11f81035a396	masks/glyph-000049-16x16-key-F7C2.bin
50	0x4c9a28	0x7db6	b67d00	2	16	16	2	32	1e75bd244840d1fbe5e7d026582ea6ca09d51f8b90d754c952ee5bc92dd27e5b	masks/glyph-000050-16x16-key-7DB6.bin
51	0x4ab998	0xb3ae	aeb300	2	20	20	3	60	7622fae4c31bfe684fd17c07c4e03621c88ad5eeef88caa8e7b5b0c4b1fbae65	masks/glyph-000051-20x20-key-B3AE.bin
52	0x4ab998	0xf4a4	a4f400	2	20	20	3	60	f4b16ddcba64a0923ae7a0865ca85064fef2a3309e995818c7d7b5c06e0baca6	masks/glyph-000052-20x20-key-F4A4.bin
53	0x4ab998	0xb9b5	b5b900	2	20	20	3	60	d5b584cf76d281bd4a9a7a630f9522303503fc46c95aa5595fed5edd0ee6b586	masks/glyph-000053-20x20-key-B9B5.bin
54	0x4ab998	0xd1a6	a6d100	2	20	20	3	60	462813e570cad023060e4c33158c4013a5f9a760a2007c3a33fb09aa5933fb50	masks/glyph-000054-20x20-key-D1A6.bin
55	0x4ab998	0x48a4	a44800	2	20	20	3	60	885c91c7bdf5711ec4ec11f840f06296b89e44df414deb9e78c8d8c0f3fb93d9	masks/glyph-000055-20x20-key-48A4.bin
56	0x4ab998	0xdcb3	b3dc00	2	20	20	3	60	95941f5b4bc2c42e059b3d263355b51994f6f63a44ae5831cb1d8377d68e00b7	masks/glyph-000056-20x20-key-DCB3.bin
57	0x4c9a28	0x5dc5	c55d00	2	16	16	2	32	f5ecf70b6e12c77c8668feb1ea1c6f8a7907426d7395293ab9c6df881e936150	masks/glyph-000057-16x16-key-5DC5.bin
58	0x4c9a28	0x6baa	aa6b00	2	16	16	2	32	8e02c39c4e4191609caf9703e7ce5c17fa542153af9ae02bbfbe0314b0675c72	masks/glyph-000058-16x16-key-6BAA.bin
59	0x4c9a28	0x50a5	a55000	2	16	16	2	32	bef16c6146c54f09176632188daef2a6e46ede73483375db5292a688d86e8228	masks/glyph-000059-16x16-key-50A5.bin
60	0x4c9a28	0x4eb3	b34e00	2	16	16	2	32	02c0445c1aeab963251dfe2160931947d5ffa11f8e0f122434f2933c25618ee9	masks/glyph-000060-16x16-key-4EB3.bin
61	0x4c9a28	0xb4b5	b5b400	2	16	16	2	32	28ff62ab0b33cbbed0ebce1b1e38d9a320dfa84fd2fa675c1ccfe26b185b1a75	masks/glyph-000061-16x16-key-B4B5.bin
62	0x4c9a28	0xdea7	a7de00	2	16	16	2	32	bf646bf90e877f15c59a598cc25b687eaff22ce5eda2a305c062e169c60d742d	masks/glyph-000062-16x16-key-DEA7.bin
63	0x4ab998	0x50af	af5000	2	20	20	3	60	9d18a482c0a2c5ef93ea832d9c0ef705c51bb327b77f5ee6e1b9890460b53602	masks/glyph-000063-20x20-key-50AF.bin
64	0x4ab998	0xf5a4	a4f500	2	20	20	3	60	898a2efa839f4593784a4645e905118718e03b7c0366a3fa480923d424e478e9	masks/glyph-000064-20x20-key-F5A4.bin
