assignment_address	group_id	group_assignment_order	selector_contract	slot_address	slot_name	target_expression	target_address	target_name	target_class	abi_evidence_source	positive_stack_argument_hint_count	retn_pop_values_hex	cleanup_contract	indirect_call_stack_argument_bytes	indirect_return_use	review_status
0x0043B8FF	G09	2	arg0 == 0x0000EA60	0x004FC64C	dword_4FC64C	offset sub_448840	0x00448840	sub_448840	named_proc_callback	function_abi_candidates.tsv	0	0x0	plain_retn_caller_or_register_abi	0	ignored or overwritten before observation	assembly_reviewed_zero_stack_callback_contract
0x0043B909	G09	3	arg0 == 0x0000EA60	0x004FC828	dword_4FC828	offset sub_448BB0	0x00448BB0	sub_448BB0	named_proc_callback	function_abi_candidates.tsv	0	0x0	plain_retn_caller_or_register_abi	0	ignored or overwritten before observation	assembly_reviewed_zero_stack_callback_contract
0x0043B913	G09	4	arg0 == 0x0000EA60	0x004FC4E8	dword_4FC4E8	offset sub_448C00	0x00448C00	sub_448C00	named_proc_callback	function_abi_candidates.tsv	0	0x0	plain_retn_caller_or_register_abi	0	ignored or overwritten before observation	assembly_reviewed_zero_stack_callback_contract
0x0043B91D	G09	5	arg0 == 0x0000EA60	0x004FBAC0	dword_4FBAC0	offset sub_448CA0	0x00448CA0	sub_448CA0	named_proc_callback	function_abi_candidates.tsv	0	0x0	plain_retn_caller_or_register_abi	0	ignored or overwritten before observation	assembly_reviewed_zero_stack_callback_contract
0x0043B927	G09	6	arg0 == 0x0000EA60	0x004FC788	dword_4FC788	offset sub_448DA0	0x00448DA0	sub_448DA0	assembly_proc_only_callback	function_abi_candidates.tsv	0	0x0	plain_retn_caller_or_register_abi	0	ignored or overwritten before observation	assembly_reviewed_zero_stack_callback_contract
0x0043B931	G09	7	arg0 == 0x0000EA60	0x004FBF78	dword_4FBF78	offset sub_448C40	0x00448C40	sub_448C40	assembly_proc_only_callback	function_abi_candidates.tsv	0	0x0	plain_retn_caller_or_register_abi	0	ignored or overwritten before observation	assembly_reviewed_zero_stack_callback_contract
0x0043B93B	G09	8	arg0 == 0x0000EA60	0x004FBA10	dword_4FBA10	offset sub_448C70	0x00448C70	sub_448C70	named_proc_callback	function_abi_candidates.tsv	0	0x0	plain_retn_caller_or_register_abi	0	ignored or overwritten before observation	assembly_reviewed_zero_stack_callback_contract
0x0043B945	G09	9	arg0 == 0x0000EA60	0x004FC83C	dword_4FC83C	offset nullsub_1	0x0044A240	nullsub_1	one_byte_null_stub	collapsed_one_byte_stub	0	0x0	one-byte null stub	0	ignored or overwritten before observation	assembly_reviewed_zero_stack_callback_contract
0x0043B94F	G09	10	arg0 == 0x0000EA60	0x004FBF7C	dword_4FBF7C	offset sub_448EB0	0x00448EB0	sub_448EB0	named_proc_callback	function_abi_candidates.tsv	0	0x0	plain_retn_caller_or_register_abi	0	ignored or overwritten before observation	assembly_reviewed_zero_stack_callback_contract
0x0043B959	G09	11	arg0 == 0x0000EA60	0x004FC3C0	dword_4FC3C0	offset sub_448EE0	0x00448EE0	sub_448EE0	named_proc_callback	function_abi_candidates.tsv	0	0x0	plain_retn_caller_or_register_abi	0	ignored or overwritten before observation	assembly_reviewed_zero_stack_callback_contract
0x0043B963	G09	12	arg0 == 0x0000EA60	0x004FC838	dword_4FC838	offset sub_449050	0x00449050	sub_449050	named_proc_callback	function_abi_candidates.tsv	0	0x0	plain_retn_caller_or_register_abi	0	ignored or overwritten before observation	assembly_reviewed_zero_stack_callback_contract
0x0043B96D	G09	13	arg0 == 0x0000EA60	0x004FBEC8	dword_4FBEC8	offset sub_4490C0	0x004490C0	sub_4490C0	named_proc_callback	function_abi_candidates.tsv	0	0x0	plain_retn_caller_or_register_abi	0	ignored or overwritten before observation	assembly_reviewed_zero_stack_callback_contract
