address	ida_name_navigation_only	catalog_source	code_origin	module_candidate	candidate_confidence	assignment_basis	assembly_direct_callers_address_count	assembly_direct_callees_address_count	follow_up_module	manual_review_scope	review_status
0x00401010	unknown_libname_1	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x00401050	unknown_libname_3	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x00401090	unknown_libname_5	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x004010D0	unknown_libname_7	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x00401110	unknown_libname_9	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x00401150	unknown_libname_11	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x00401190	sub_401190	ida_export_catalog	game	asset_runtime	medium	address_cluster:early_asset_initializer;assembly_direct_call_graph:1_sites		0x00430C60:1	asset_runtime		mechanical_candidate_not_manually_reviewed
0x004011C0	unknown_libname_13	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x004011D0	sub_4011D0	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt		0x004011E0:1;0x00487BA0:1	runtime_platform		external_boundary_mechanical
0x004011E0	unknown_libname_14	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt	0x004011D0:1		runtime_platform		external_boundary_mechanical
0x00401200	unknown_libname_15	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x00401210	sub_401210	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt		0x00401220:1;0x00487BA0:1	runtime_platform		external_boundary_mechanical
0x00401220	unknown_libname_16	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt	0x00401210:1		runtime_platform		external_boundary_mechanical
0x00401240	unknown_libname_17	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x00401250	sub_401250	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt		0x00401260:1;0x00487BA0:1	runtime_platform		external_boundary_mechanical
0x00401260	unknown_libname_18	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt	0x00401250:1		runtime_platform		external_boundary_mechanical
0x00401280	unknown_libname_19	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x00401290	sub_401290	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt		0x004012A0:1;0x00487BA0:1	runtime_platform		external_boundary_mechanical
0x004012A0	unknown_libname_20	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt	0x00401290:1		runtime_platform		external_boundary_mechanical
0x004012C0	unknown_libname_21	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x004012D0	sub_4012D0	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt		0x004012E0:1;0x00487BA0:1	runtime_platform		external_boundary_mechanical
0x004012E0	unknown_libname_22	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt	0x004012D0:1		runtime_platform		external_boundary_mechanical
0x00401300	unknown_libname_23	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x00401310	sub_401310	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt		0x00401320:1;0x00487BA0:1	runtime_platform		external_boundary_mechanical
0x00401320	unknown_libname_24	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt	0x00401310:1		runtime_platform		external_boundary_mechanical
0x00401340	unknown_libname_25	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x00401350	sub_401350	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt		0x00401360:1;0x00487BA0:1	runtime_platform		external_boundary_mechanical
0x00401360	unknown_libname_26	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt	0x00401350:1		runtime_platform		external_boundary_mechanical
0x00401380	unknown_libname_27	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x00401390	sub_401390	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt		0x004013A0:1;0x00487BA0:1	runtime_platform		external_boundary_mechanical
0x004013A0	unknown_libname_28	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt	0x00401390:1		runtime_platform		external_boundary_mechanical
0x004013C0	unknown_libname_29	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x004013D0	sub_4013D0	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt		0x004013E0:1;0x00487BA0:1	runtime_platform		external_boundary_mechanical
0x004013E0	unknown_libname_30	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt	0x004013D0:1		runtime_platform		external_boundary_mechanical
0x00401400	unknown_libname_31	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x00401410	sub_401410	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt		0x00401420:1;0x00487BA0:1	runtime_platform		external_boundary_mechanical
0x00401420	unknown_libname_32	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt	0x00401410:1		runtime_platform		external_boundary_mechanical
0x00401440	unknown_libname_33	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x00401450	sub_401450	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt		0x00401460:1;0x00487BA0:1	runtime_platform		external_boundary_mechanical
0x00401460	unknown_libname_34	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt	0x00401450:1		runtime_platform		external_boundary_mechanical
0x00401480	unknown_libname_35	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x00401490	j_unknown_libname_36	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x004014A0	unknown_libname_36	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x004014B0	sub_4014B0	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt		0x004014C0:1;0x00487BA0:1	runtime_platform		external_boundary_mechanical
0x004014C0	unknown_libname_37	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt	0x004014B0:1		runtime_platform		external_boundary_mechanical
0x004014E0	unknown_libname_38	ida_export_catalog	crt	external_crt	mechanical_boundary	code_origin:crt			runtime_platform		external_boundary_mechanical
0x004014F0	sub_4014F0	ida_export_catalog	game	rendering	confirmed_boundary	manual_module_assembly_review;manual_a2_cross_module_boundary_review	0x004527E0:2	0x00487C10:4;0x004885A0:1	rendering	module_candidate_manual;cross_module_boundary_a2	manual_reviewed_current_assembly
0x004019A0	sub_4019A0	ida_export_catalog	game	rendering	confirmed_boundary	manual_module_assembly_review;manual_a2_cross_module_boundary_review	0x0043FDE0:4;0x004710D0:1;0x00479850:4;0x00484020:1	0x00487C10:2	rendering	module_candidate_manual;cross_module_boundary_a2	manual_reviewed_current_assembly
0x00401B70	sub_401B70	ida_export_catalog	game	rendering	confirmed_boundary	manual_module_assembly_review;manual_a2_cross_module_boundary_review	0x00401C70:1;0x0040AD10:1;0x00425BE0:1	0x004238B0:1	rendering	module_candidate_manual;cross_module_boundary_a2	manual_reviewed_current_assembly
0x00401C70	sub_401C70	ida_export_catalog	game	rendering	confirmed_boundary	manual_module_assembly_review;manual_a2_cross_module_boundary_review	0x00431760:1;0x00431C50:1;0x00451940:1	0x00401B70:1;0x004238B0:1;0x00487C10:2;0x004885A0:3	rendering	module_candidate_manual;cross_module_boundary_a2	manual_reviewed_current_assembly
0x00401E50	sub_401E50	ida_export_catalog	game	rendering	confirmed_boundary	manual_module_assembly_review;manual_a2_cross_module_boundary_review	0x0040AD10:1	0x004238B0:1;0x00487C10:2;0x004885A0:2	rendering	module_candidate_manual;cross_module_boundary_a2	manual_reviewed_current_assembly
0x00402030	sub_402030	ida_export_catalog	game	world_map	confirmed_boundary	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:3_sites;manual_a2_cross_module_boundary_review	0x00424B90:1	0x00487C10:2	world_map	cross_module_boundary_a2	manual_reviewed_current_assembly
0x004020C0	sub_4020C0	ida_export_catalog	game	world_map	confirmed_boundary	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:3_sites;manual_a2_cross_module_boundary_review	0x004251B0:1	0x004885A0:2	world_map	cross_module_boundary_a2	manual_reviewed_current_assembly
0x00402120	sub_402120	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:5_sites	0x00402450:3;0x00402690:1	0x00487C10:1	world_map		mechanical_candidate_not_manually_reviewed
0x004021A0	sub_4021A0	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:2_sites	0x00402410:2		world_map		mechanical_candidate_not_manually_reviewed
0x004021D0	sub_4021D0	ida_export_catalog	game	world_map	confirmed_boundary	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:5_sites;manual_a2_cross_module_boundary_review	0x00406390:1;0x00406960:1;0x0042D920:1;0x0042DAF0:1	0x00487C10:1	world_map	cross_module_boundary_a2	manual_reviewed_current_assembly
0x00402200	sub_402200	ida_export_catalog	game	world_map	confirmed_boundary	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:8_sites;manual_a2_cross_module_boundary_review	0x00406390:2;0x00406960:1;0x0042D920:1;0x0042DAF0:2	0x00402410:1;0x004885A0:1	world_map	cross_module_boundary_a2	manual_reviewed_current_assembly
0x00402230	sub_402230	ida_export_catalog	game	world_map	confirmed_boundary	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:12_sites;manual_a2_cross_module_boundary_review	0x00406390:1;0x00406960:1;0x0042D920:1;0x0042DAF0:1	0x00402390:1;0x004023C0:2;0x004023E0:1;0x00402410:3;0x00402450:1	world_map	cross_module_boundary_a2	manual_reviewed_current_assembly
0x00402390	sub_402390	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:1_sites	0x00402230:1		world_map		mechanical_candidate_not_manually_reviewed
0x004023C0	sub_4023C0	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:5_sites	0x00402230:2;0x00402450:2;0x00402690:1		world_map		mechanical_candidate_not_manually_reviewed
0x004023E0	sub_4023E0	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:1_sites	0x00402230:1		world_map		mechanical_candidate_not_manually_reviewed
0x00402410	sub_402410	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:6_sites	0x00402200:1;0x00402230:3	0x004021A0:2	world_map		mechanical_candidate_not_manually_reviewed
0x00402450	sub_402450	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:9_sites	0x00402230:1	0x00402120:3;0x004023C0:2;0x00402520:2;0x00402560:1	world_map		mechanical_candidate_not_manually_reviewed
0x00402520	sub_402520	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:3_sites	0x00402450:2	0x00411F90:1	world_map		mechanical_candidate_not_manually_reviewed
0x00402560	sub_402560	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:10_sites	0x00402450:1	0x00402690:8;0x00402AE0:1	world_map		mechanical_candidate_not_manually_reviewed
0x00402690	sub_402690	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:14_sites	0x00402560:8	0x00402120:1;0x004023C0:1;0x00402940:1;0x00402960:1;0x00402980:1;0x004029C0:1	world_map		mechanical_candidate_not_manually_reviewed
0x00402940	sub_402940	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:1_sites	0x00402690:1		world_map		mechanical_candidate_not_manually_reviewed
0x00402960	sub_402960	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:1_sites	0x00402690:1		world_map		mechanical_candidate_not_manually_reviewed
0x00402980	sub_402980	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:1_sites	0x00402690:1		world_map		mechanical_candidate_not_manually_reviewed
0x004029C0	sub_4029C0	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:4_sites	0x00402690:1	0x00402A90:2;0x00402AC0:1	world_map		mechanical_candidate_not_manually_reviewed
0x00402A90	sub_402A90	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:3_sites	0x004029C0:2	0x00487C10:1	world_map		mechanical_candidate_not_manually_reviewed
0x00402AC0	sub_402AC0	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:2_sites	0x004029C0:1	0x004885A0:1	world_map		mechanical_candidate_not_manually_reviewed
0x00402AE0	sub_402AE0	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:1_sites	0x00402560:1		world_map		mechanical_candidate_not_manually_reviewed
0x00402F70	sub_402F70	ida_export_catalog	game	world_map	confirmed_boundary	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:2_sites;manual_a2_cross_module_boundary_review	0x00406960:1;0x0042DAF0:1		world_map	cross_module_boundary_a2	manual_reviewed_current_assembly
0x00402F80	sub_402F80	ida_export_catalog	game	world_map	confirmed_boundary	manual_critical_abi_seed;manual_top_level_seed;manual_a2_cross_module_boundary_review	0x0040A570:1	0x004040B0:1;0x00404610:2;0x00404C00:1;0x00406D30:3;0x0040DA60:1;0x0040DB40:4;0x0040DBC0:1;0x0040DC30:1;0x0040DC50:7;0x0040DC80:1;0x0040DCB0:1;0x0040DCE0:1;0x0040DD10:1;0x0040DD30:1;0x0040E030:2;0x00411F90:1;0x00431960:1;0x004321E0:4;0x00433010:1;0x004372D0:22;0x00438230:1;0x004382E0:1;0x00438640:1;0x0044A240:13;0x0044D2D0:1;0x00451B10:1;0x00476DB0:1;0x00485710:1;0x00485740:1;0x004885A0:1	world_map	critical_abi;top_level_direct;cross_module_boundary_a2	manual_reviewed_current_assembly
0x004040B0	sub_4040B0	ida_export_catalog	game	world_map	confirmed_boundary	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:4_sites;manual_module_assembly_review	0x00402F80:1	0x00404510:2;0x0040BB50:1	world_map	module_candidate_manual	manual_reviewed_current_assembly
0x00404510	sub_404510	ida_export_catalog	game	world_map	confirmed_boundary	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:2_sites;manual_module_assembly_review	0x004040B0:2		world_map	module_candidate_manual	manual_reviewed_current_assembly
0x00404610	sub_404610	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:14_sites	0x00402F80:2	0x004050B0:12	world_map		mechanical_candidate_not_manually_reviewed
0x00404C00	sub_404C00	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:10_sites	0x00402F80:1	0x00404FD0:9	world_map		mechanical_candidate_not_manually_reviewed
0x00404FD0	sub_404FD0	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:10_sites	0x00404C00:9;0x004050B0:1		world_map		mechanical_candidate_not_manually_reviewed
0x004050B0	sub_4050B0	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:13_sites	0x00404610:12	0x00404FD0:1	world_map		mechanical_candidate_not_manually_reviewed
0x004050E0	sub_4050E0	ida_export_catalog	game	input_time_rng	confirmed_boundary	manual_critical_abi_seed;manual_top_level_seed;manual_a2_cross_module_boundary_review	0x0040A570:1	0x004053C0:18;0x0040DC80:1;0x0040DCB0:1;0x004372D0:16;0x00437310:1	input_time_rng	critical_abi;top_level_direct;cross_module_boundary_a2	manual_reviewed_current_assembly
0x004053C0	sub_4053C0	ida_export_catalog	game	input_time_rng	confirmed_boundary	manual_module_assembly_review	0x004050E0:18		input_time_rng	module_candidate_manual	manual_reviewed_current_assembly
0x00405430	sub_405430	ida_export_catalog	game	world_map	confirmed_boundary	manual_top_level_seed;manual_a2_cross_module_boundary_review	0x0040A570:1	0x00405500:1;0x00406960:1;0x0040AEC0:2;0x004321E0:1;0x0044A240:1	world_map	top_level_direct;cross_module_boundary_a2	manual_reviewed_current_assembly
0x00405500	sub_405500	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:46_sites	0x00405430:1	0x00406390:2;0x00406580:1;0x00406710:6;0x00406770:1;0x0040AE20:3;0x0040AEC0:1;0x0040C060:1;0x0040C0D0:4;0x0040DC50:1;0x0040DD40:1;0x00411530:2;0x004321E0:6;0x0044A240:10;0x00485750:1;0x00487C10:1;0x004885A0:2;0x00489654:2	world_map	opcodes_0_4_5_7_8_only	partial_assembly_reviewed_current_assembly
0x00406390	sub_406390	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:9_sites	0x00405500:2	0x004021D0:1;0x00402200:2;0x00402230:1;0x0040C060:1;0x0044A240:2	world_map		mechanical_candidate_not_manually_reviewed
0x00406580	sub_406580	ida_export_catalog	game	world_map	confirmed_boundary	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:5_sites;manual_full_function_second_review	0x00405500:1	0x0040BB50:1;0x0040C060:1;0x0040DD40:1;0x0044A240:1	world_map	module_candidate_manual	manual_reviewed_current_assembly
0x00406710	sub_406710	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:6_sites	0x00405500:6		world_map		mechanical_candidate_not_manually_reviewed
0x00406770	sub_406770	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:6_sites	0x00405500:1	0x0040BB50:1;0x0040C060:1;0x00439070:1;0x0044A240:1;0x00489B20:1	world_map		mechanical_candidate_not_manually_reviewed
0x00406960	sub_406960	ida_export_catalog	game	world_map	medium	address_cluster:early_gameplay_cluster;assembly_direct_call_graph:14_sites	0x00405430:1	0x004021D0:1;0x00402200:1;0x00402230:1;0x00402F70:1;0x0040AE20:1;0x0040AEC0:1;0x0040BB50:1;0x0040DC50:2;0x0040DD40:1;0x00411530:1;0x00411F90:1;0x0044A240:1	world_map		mechanical_candidate_not_manually_reviewed
0x00406D30	sub_406D30	ida_export_catalog	game	special_modes	confirmed_boundary	manual_top_level_seed;manual_a2_cross_module_boundary_review	0x00402F80:3;0x0040A0D0:1;0x0040A570:1;0x00427920:2;0x00446700:1;0x004490C0:2;0x0044BDA0:2	0x00409600:3;0x004099C0:3;0x00409B80:1;0x0040DC00:1	special_modes	top_level_direct;cross_module_boundary_a2	manual_reviewed_current_assembly
0x00406E00	sub_406E00	ida_export_catalog	game	special_modes	confirmed_boundary	address_cluster:high_priority_cluster;assembly_direct_call_graph:4_sites;manual_a2_cross_module_boundary_review	0x004251B0:1	0x004099C0:3	special_modes	cross_module_boundary_a2	manual_reviewed_current_assembly
0x00406E30	sub_406E30	ida_export_catalog	game	special_modes	confirmed_boundary	manual_critical_abi_seed;manual_top_level_seed;manual_a2_cross_module_boundary_review	0x0040A570:1	0x00406EB0:1;0x00406F70:1;0x004070A0:1	special_modes	critical_abi;top_level_direct;cross_module_boundary_a2	manual_reviewed_current_assembly
0x00406EB0	sub_406EB0	ida_export_catalog	game	special_modes	medium	address_cluster:high_priority_cluster;assembly_direct_call_graph:7_sites	0x00406E30:1	0x004372D0:5;0x00437300:1	special_modes		mechanical_candidate_not_manually_reviewed
0x00406F70	sub_406F70	ida_export_catalog	game	special_modes	medium	address_cluster:high_priority_cluster;assembly_direct_call_graph:4_sites	0x00406E30:1	0x0040DC50:1;0x0040DC80:1;0x0040DCB0:1	special_modes		mechanical_candidate_not_manually_reviewed
0x004070A0	sub_4070A0	ida_export_catalog	game	persistence	confirmed_boundary	manual_critical_abi_seed;manual_a2_cross_module_boundary_review	0x00406E30:1	0x00408CF0:1;0x004094A0:4;0x00409540:2;0x00409600:15;0x004099C0:21;0x00409B80:6;0x00409CE0:1;0x00409DD0:1;0x0040C130:1;0x0040D200:1;0x0040D460:1;0x0040DC50:6;0x0040DC80:8;0x0040DCB0:9;0x0040E080:1;0x00411D00:1;0x00412930:1;0x00416F10:1;0x00416F60:1;0x004238D0:1;0x004267E0:4;0x00426820:4;0x00437DF0:1;0x00438000:1;0x00438030:1;0x004380B0:2;0x00438150:2;0x004381E0:1;0x00438230:1;0x00438290:1;0x004382E0:1;0x00438340:2;0x00438360:1;0x00438380:1;0x004383E0:12;0x004384B0:2;0x004385B0:17;0x0043C090:6;0x00448650:1;0x0044A240:2;0x0044B010:1;0x0044D2D0:1;0x0044D5D0:1;0x00451A20:1;0x00476DB0:2;0x00477C90:1;0x00477F10:1;0x00478110:1;0x00485330:6;0x00485610:7;0x00485710:1;0x00485880:1;0x00487C10:8;0x004885A0:24;0x00489654:1;0x00489B50:1;0x00489B70:3	persistence	critical_abi;cross_module_boundary_a2	manual_reviewed_current_assembly
0x00408CF0	sub_408CF0	ida_export_catalog	game	persistence	medium	address_cluster:save_ui_and_preview_cluster;assembly_direct_call_graph:7_sites	0x004070A0:1;0x00409540:1	0x00408D70:1;0x00408E70:1;0x00416F10:1;0x00416F60:1;0x00437DF0:1	persistence		mechanical_candidate_not_manually_reviewed
0x00408D70	sub_408D70	ida_export_catalog	game	persistence	medium	address_cluster:save_ui_and_preview_cluster;assembly_direct_call_graph:6_sites	0x00408CF0:1	0x0040DC50:1;0x00435660:2;0x00436AD0:2	persistence		mechanical_candidate_not_manually_reviewed
0x00408E70	sub_408E70	ida_export_catalog	game	persistence	medium	address_cluster:save_ui_and_preview_cluster;assembly_direct_call_graph:31_sites	0x00408CF0:1	0x0040EBF0:3;0x0040EC80:5;0x004117F0:1;0x004239D0:1;0x0042E850:3;0x004321E0:2;0x00436AD0:8;0x0043B110:4;0x0044A240:1;0x00487C10:1;0x004885A0:1	persistence		mechanical_candidate_not_manually_reviewed
0x004094A0	sub_4094A0	ida_export_catalog	game	persistence	medium	address_cluster:save_ui_and_preview_cluster;decompile_token_navigation_only:save_token;assembly_direct_call_graph:10_sites	0x004070A0:4	0x00438000:1;0x00438030:1;0x004380B0:1;0x00438150:1;0x00487C10:1;0x004885A0:1	persistence		mechanical_candidate_not_manually_reviewed
0x00409540	sub_409540	ida_export_catalog	game	persistence	medium	address_cluster:save_ui_and_preview_cluster;assembly_direct_call_graph:8_sites	0x004070A0:2	0x00408CF0:1;0x004099C0:3;0x00448650:1;0x00448700:1	persistence		mechanical_candidate_not_manually_reviewed
0x00409600	sub_409600	ida_export_catalog	game	persistence	confirmed_boundary	manual_critical_abi_seed;manual_a2_cross_module_boundary_review	0x00406D30:3;0x004070A0:15;0x00409A10:3	0x004238B0:1;0x00426820:2;0x00438000:1;0x00438030:1;0x004380B0:1;0x00438150:1;0x004381E0:1;0x00438230:1;0x00438290:1;0x004382E0:1;0x00487C10:8;0x004885A0:3	persistence	critical_abi;cross_module_boundary_a2	manual_reviewed_current_assembly
0x004099C0	sub_4099C0	ida_export_catalog	game	persistence	confirmed_boundary	address_cluster:save_ui_and_preview_cluster;assembly_direct_call_graph:38_sites;manual_a2_cross_module_boundary_review	0x00406D30:3;0x00406E00:3;0x004070A0:21;0x00409540:3;0x00409A10:3	0x004885A0:5	persistence	cross_module_boundary_a2	manual_reviewed_current_assembly
0x00409A10	sub_409A10	ida_export_catalog	game	persistence	confirmed_boundary	manual_top_level_seed;manual_a2_cross_module_boundary_review	0x0040A0D0:1	0x00409600:3;0x004099C0:3;0x00409B80:1;0x00438000:1;0x00438030:1;0x004380B0:1;0x00438150:1;0x00438570:1;0x00487C10:1;0x004885A0:1	persistence	top_level_direct;cross_module_boundary_a2	manual_reviewed_current_assembly
0x00409B80	sub_409B80	ida_export_catalog	game	persistence	confirmed_boundary	address_cluster:save_ui_and_preview_cluster;assembly_direct_call_graph:9_sites;manual_a2_cross_module_boundary_review	0x00406D30:1;0x004070A0:6;0x00409A10:1	0x0040DC00:1	persistence	cross_module_boundary_a2	manual_reviewed_current_assembly
0x00409C10	sub_409C10	ida_export_catalog	game	persistence	confirmed_boundary	manual_top_level_seed;manual_a2_cross_module_boundary_review	0x0040A0D0:1	0x00438000:1;0x00438030:2;0x004380B0:1;0x00438150:1;0x00487C10:1;0x004885A0:1	persistence	top_level_direct;cross_module_boundary_a2	manual_reviewed_current_assembly
0x00409CE0	sub_409CE0	ida_export_catalog	game	persistence	medium	address_cluster:save_ui_and_preview_cluster;assembly_direct_call_graph:9_sites	0x004070A0:1	0x00438000:1;0x00438030:1;0x004380B0:1;0x00438150:1;0x004383E0:1;0x00477800:1;0x00487C10:1;0x004885A0:1	persistence		mechanical_candidate_not_manually_reviewed
0x00409DD0	sub_409DD0	ida_export_catalog	game	persistence	confirmed_boundary	address_cluster:save_ui_and_preview_cluster;assembly_direct_call_graph:11_sites;manual_a2_cross_module_boundary_review	0x004070A0:1;0x004490C0:1	0x00438000:1;0x00438030:1;0x004380B0:1;0x00438150:1;0x00438380:1;0x00477780:1;0x00485330:1;0x00487C10:1;0x004885A0:1	persistence	cross_module_boundary_a2	manual_reviewed_current_assembly
0x00409EC0	_WinMain@16	ida_export_catalog	game	runtime_platform	confirmed_boundary	manual_critical_abi_seed	0x0048A740:1	0x0040A570:1;0x0040CF10:1;0x00411C90:1;0x00411F90:1;0x00411FA0:1;0x00438FA0:1;0x00484950:1;0x00489B10:1;0x00489B70:2	runtime_platform	critical_abi	manual_reviewed_existing_assembly_evidence
0x0040A0D0	sub_40A0D0	ida_export_catalog	game	runtime_platform	confirmed_boundary	manual_critical_abi_seed		0x00406D30:1;0x00409A10:1;0x00409C10:1;0x0040AB50:4;0x0040DC50:5;0x0040DC80:1;0x0040DCB0:1;0x00411D90:1;0x00424390:1;0x00424910:2;0x00425040:1;0x004251B0:1;0x00425B40:1;0x004303D0:1;0x00438000:1;0x00438030:1;0x004380B0:1;0x00438150:2;0x00438B50:1;0x00484920:2;0x00485330:1;0x00487C10:1;0x004885A0:1	runtime_platform	critical_abi	manual_reviewed_existing_assembly_evidence
0x0040A570	sub_40A570	ida_export_catalog	game	runtime_platform	confirmed_boundary	manual_critical_abi_seed;manual_top_level_seed	0x00409EC0:1	0x00402F80:1;0x004050E0:1;0x00405430:1;0x00406D30:1;0x00406E30:1;0x0040CDD0:1;0x0040CF10:3;0x0040DBC0:1;0x0040DC50:3;0x0040DC80:3;0x0040DCB0:8;0x0040F340:3;0x0040F500:1;0x0040F540:1;0x0040F570:1;0x0040F5A0:1;0x0040F5E0:1;0x0040F6D0:1;0x00411F90:3;0x004120B0:1;0x00427300:1;0x00427920:1;0x00431960:1;0x00433010:1;0x00435650:6;0x004372B0:1;0x004381E0:2;0x00438230:1;0x00438290:2;0x004382E0:1;0x00438640:1;0x00439FD0:1;0x0044EA60:1;0x00451B10:1;0x00469D20:1;0x00485710:2;0x00485740:1;0x00489B70:1	runtime_platform	critical_abi;top_level_direct	manual_reviewed_existing_assembly_evidence
